section,part,page,category,block_summary,text
Section 5. Ongoing Engagement Analysis,Part 4. System Analysis,88,plain text,,· Support and encourage participant's return to WTW activities if good cause is established
Section 5. Ongoing Engagement Analysis,Part 4. System Analysis,88,plain text,,. Assess for participation barriers and resolutions
Section 5. Ongoing Engagement Analysis,Part 4. System Analysis,88,plain text,,· Inform and collaborate with the eligibility worker
Section 5. Ongoing Engagement Analysis,Part 4. System Analysis,88,plain text,,· Evaluate continued eligibility to supportive services
Section 5. Ongoing Engagement Analysis,Part 4. System Analysis,88,plain text,,·Send a notification form to the eligibility worker to start the sanction process if participant remains uncooperative
Section 5. Ongoing Engagement Analysis,Part 4. System Analysis,88,plain text,,· Initiate the Good Cause Determination contact and appointment
Section 5. Ongoing Engagement Analysis,Part 4. System Analysis,88,plain text,,· Assess the need to conduct an FSA
Section 5. Ongoing Engagement Analysis,Part 4. System Analysis,88,plain text,,· Determine if Good Cause exists; clearly document reasoning for granting good cause in the system
Section 5. Ongoing Engagement Analysis,Part 4. System Analysis,88,page number,,89
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,89,title,,Family Support Assessment (FSA):
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,89,title,,Part 5. Practice Changes to Consider
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,89,title,,1. Why are measures in this programmatic grouping being considered?
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,89,plain text,,"The Agency plans on closely examining all processes related to promoting the well-being of CalWORKs families with most, if not all, needs met and creating more thorough, thoughtful, and tailored paths to self-sufficiency. The Cal-OAR Team hypothesizes that improvements in these areas will lead to better education and employment outcomes for Orange County CW/WTW families with long-term sustained self-sufficiency. Additionally, the Cal-OAR Team will concurrently be studying strong and underperforming sub demographic groups to identify additional opportunities for improvement and drivers of success, as well as program re-entries."
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,89,plain text,,"Based on the Agency's research and analysis of focus group feedback, CDSS Cal-OAR Dashboard performance measures, and internal sources, Orange County will likely be considering Engagement Rate, Sanction Rate, and Sanction Resolution Rate, or any combination of these programmatic grouping measures and Initial Engagement oerformance measures."
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,89,plain text,,"In July 2022, PQA implemented the FSA process which aims to utilize a holistic, supportive approach to assist CalWORKs families in identifying areas of need, overcoming barriers, and promoting self-sufficiency. The FSA process includes assessing and addressing family's needs, organizing a Family Support Team (FST), monitoring the family's progress for up to 12 months, and measuring outcomes. Caseworkers are encouraged to refer families to FSA when family needs include, but are not limited to: Domestic, Mental, or Substance Abuse Services; Housing & Homeless resources; WTW participation concerns; and general safety concerns or legal issues."
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,89,plain text,,"While Orange County performance is strong in both grouping measures, the Cal-OAR Team has identified that there is room for improvement in caseworker training, barrier removal services, and WTW engagement and activity sequencing."
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,89,plain text,,"If the client agrees to cure their sanction, the CEES and WTW case manager collaborate to engage the client in WTW activities and ensure supportive services needs are being met."
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,89,page number,,90
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,90,title,,"2. Or, why aren't measures in this programmatic grouping being considered?"
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,90,title,,"3 3. Are there best or promising practices that can be applied? What literature, data, or other information supports the"
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,90,title,,"The Use of TANF Work-Oriented Sanctions in lIllinois, New Jersey, and South Carolina"
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,90,title,,practice?
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,90,plain text,,"This report noted that fully sanctioned TANF recipients (recipients whose sanction results in the elimination of the family's entire cash grant) are more likely to return to TANF than recipients who were not sanctioned at the time they left TANF. According to the report, most studies have indicated that sanctioned families are more likely than non-sanctioned families to display one or more characteristics that make them harder to employ. The report found that within nine months of exiting TANF, 32% of those who left TANF while they were sanctioned returned to TANF compared to the 22% who left TANF for reasons other than a sanction (Pavetti et al., 2004)"
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,90,plain text,,"This guide (Hamilton & Scrivener, 1999) highlights multiple strategies to increase ongoing participation, some of which are:"
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,90,plain text,,· Integrated case management (when one staff member is responsible for both eligibility and work participation)
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,90,plain text,,· The importance of a well-designed automated tracking system to monitor client participation in activities (including a system that has the
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,90,plain text,,Promoting Participation. How To Increase Involvement in Welfare-to-Work Activities. A How-To Guide.
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,90,plain text,,· Making participation monitoring a program priority
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,90,plain text,,"Mathematica Policy Research, Inc., 2004"
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,90,plain text,,· Closely monitoring client participation in welfare-to-work
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,90,plain text,,PDF Report hosted by Education Resources Information Center
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,90,plain text,,"· Communication between program participants, and"
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,90,plain text,,"LaDonna Pavetti, Michelle K. Derr, Gretchen Kirby, Robert G. Wood, Melissa A. Clark"
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,90,plain text,,"(- Gayle Hamilton, Susan Scrivener, 1999"
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,90,plain text,,PDF Report hosted by the Office of the Assistant Secretary for Planning and Evaluation
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,90,plain text,,· Creating close linkages between the program and service providers
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,90,plain text,,· Frequent contact between clients and staff
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,90,plain text,,"LaDonna Pavetti, Michelle K. Derr, Gretchen Kirby, Robert G. Wood, Melissa A. Clark PDF Report hosted by the Office of the Assistant Secretary for Planning and Evaluation"
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,90,plain text,,· capability to connect to information from contracted service providers)
Section 5. Ongoing Engagement Analysis,Part 5. Practice Changes to Consider,90,page number,,91
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,91,title,,"4. If changes have been made to improve performance in the past, what were the changes, and the associated results?"
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,91,title,,5. Would a Peer Review be helpful in addressing challenges in this area?
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,91,title,,1. Partner and Collaborator feedback and results provided on the programmatic grouping of measures.
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,91,title,,Part 6. Partner and Collaborator Feedback
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,91,plain text,,"Refer to Section 1, Part 1, Question 4, for Client Engagement System (CES) information which assists case managers and program administrators in tracking engagement for WTW activities. Additionally, as referenced in Section 3, Part 2, Question 2, the Agency has begun aligning contractual outcome objectives with Cal-OAR goals in mind such as embedding Sanction Resolution and Wage Progression related goals within Integrated Job Services contracts."
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,91,plain text,,"Focus groups using small group discussions and brainstorming sessions were held in the months of August and September 2022 to provide an opportunity for eligibility workers, case managers, and EQUUS to provide input regarding their experience with ongoing engagement services and activities. Partners and collaborators noted the following key themes"
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,91,plain text,,"In previous years, the Agency has implemented proactive approaches to reduce sanctions and re-engage non-participants. In July 2011, the Agency implemented a two- step review process to ensure all sanctions are appropriate and that case managers explored all possible avenues before requesting a sanction. Additionally, the Agency is always working on enhancing barrier screening and assessment procedures to accurately in identify all barriers to participation."
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,91,plain text,,". The need to promote the usage of Family Support Assessment (FSA). Clients are often in crisis and present with multiple diverse needs. Collaborative efforts such as the FSA process and a team approach to services are an effective way to assist clients in navigating service networks available to them in a positive, collaborative, and a strength-based environment"
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,91,plain text,,"· Focus group participants noted that staff who are skilled at engaging clients with a strength-based approach, empathy, and who utilize powerful stories to"
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,91,plain text,,"Yes, Orange County is interested in collaborating with counties with strong performance in this category."
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,91,page number,,92
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,92,title,,2. Describe how Partner and Collaborator feedback results influenced the measure analysis.
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,92,plain text,,"Focus group participants were surprised to see a higher than statewide average Sanction Rate. Due to conflicting feedback from collaborators and performance measure data, the Cal-OAR Team is currently examining Agency documentation on SAWS entries and is reviewing data for affected cases to ensure an accurate Sanction Rate for Orange County."
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,92,plain text,,"A recurring theme was that clients experienced higher success rates when they felt ready to engage in WTW activities versus being prescribed activities to meet requirements. Among the most prevalent challenges to engage clients are lack of motivation, mental health issues, complex family needs, domestic violence, unstable housing, high stress environments, living in poverty, socio-cultural challenges, and lack of experience in accessing and following through with services and activity requirements. Effective engagement is a core function of CalWORKs and is necessary to help clients see the program as a safe and meaningful program."
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,92,plain text,,Findings from focus groups suggest that continuing to improve Orange County's engagement in ongoing and early stages of the CWWTW program is essential to sustained success and self-sufficiency for CalWORKs families.
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,92,plain text,,"Additionally, focus group participants noted that case managers who apply healthy flexibilities when interpreting policies and procedures are more successful in maintaining higher engagement rates and positive outcomes. Participants noted that clients are more"
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,92,plain text,,· The increasing need for transitional support for clients who transfer from community colleges to a four-year degree program since juggling family and work along with school requirements is very challenging
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,92,plain text,,"· Services should always be provided in the context of supportive, trusted, and empowering environments"
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,92,plain text,,"·A recommendation for a more simplified process to cure WTW sanctions that is flexible, simple, and tailored to meet clients' needs"
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,92,plain text,,"· Establishing a relationship with the client is fundamental to developing a better understanding of family dynamics to facilitate intervention, motivation, and client engagement in WTW"
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,92,plain text,,motivate clients are more effective in assisting families throughout the different stages of the program
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,92,plain text,,·A challenge of significant paperwork involved in submitting a request for child care plan approvals
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,92,page number,,93
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,93,title,,"3. Did Partners and Collaborators agree with the measures selected for targeted improvement strategies? If not, describe the different perspective."
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,93,plain text,,"The Agency has not finalized any targeted improvement strategies as of the writing of the Cal-CSA. Ongoing discussion and efforts are needed to identify targeted performance measures in the coming months. However, partners and collaborators agreed on the observed themes and recommendations provided in this section. More in-depth review and analysis will be conducted within the next few months to identify targeted areas for improvements."
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,93,plain text,,"Lastly, most participants agreed that supportive relationships with case managers are essential to helping clients develop executive function skills and are critical throughout the engagement process."
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,93,plain text,,motivated to participate when they are empowered to pursue their goals through meaningful interactions.
Section 5. Ongoing Engagement Analysis,Part 6. Partner and Collaborator Feedback,93,page number,,94
Section 7. Education Analysis,Section 7. Education Analysis,94,title,,Section 7. Education Analysis
Section 7. Education Analysis,Section 7. Education Analysis,94,title,,Section 6. Supportive Service Analysis
Section 7. Education Analysis,Section 7. Education Analysis,94,plain text,,Not applicable during the 2021-2026 Cal-OAR cycle
Section 7. Education Analysis,Section 7. Education Analysis,94,plain text,,Not applicable during the 2021-2026 Cal-OAR cycle
Section 7. Education Analysis,Section 7. Education Analysis,94,page number,,95
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,95,title,,Section 8. Employment and Wages Analysis
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,95,title,,2. Identify any emerging trends in the measures. What inferences can be drawn?
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,95,plain text,,Orange County's Wage Progression for Cohort One was reviewed using quarterly data for clients who exited the CalWORKs program between October 2019 to September 2020. The following trends were observed:
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,95,plain text,,"The Cal-OAR Team reviewed and analyzed data from the CDSS Cal-OAR Dashboard on the Employment Rate of Current CalWORKs Individuals (Employment Rate),Wage Progression, and Post CalWORKs Employment Rate performance measures. The findings are outlined below."
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,95,plain text,,"·Orange County's median earnings ($2,075 average) at PQ 0 remained steady except for an increase for the April to June 2020 exit quarter ($2,324). The"
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,95,plain text,,"· The highest Employment Rate for Orange County occurred from July to September 2021 (OC: 32.8%,CA: 30.5%); the lowest occurred from January to March 2021 (OC: 29.6%,CA:26.5%)."
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,95,plain text,,"·Entry Quarter (PQ 0): The highest median earnings for Orange County at PQ 0 occurred for those who exited from April to June 2020 (OC: $2,324, CA: $1,856); the lowest occurred for the July to September 2020 exit quarter (OC: $1,869, CA: $1,759)"
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,95,plain text,,Orange County's Employment Rate was reviewed using data from October 2020 to September 2021
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,95,plain text,,"·The Employment Rate for Orange County and California (OC: 31.3% average, CA: 28.8% average) showed minimal variation."
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,95,plain text,,Part 1. Employment and Wages Analysis
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,95,plain text,,"1. Compare performance to data baselines and, for process n measures, to target thresholds (not applicable during first Cal-OAR process)."
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,95,plain text,,Not applicable during the 2021-2026 Cal-OAR cycle e.
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,95,plain text,,F Employment Rate of Current CalWORKs Individuals:
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,95,plain text,,Wage Progression - Cohort One:
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,95,page number,,96
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,96,title,,Wage Progression - Cohort Two:
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,96,plain text,,"· Orange County's median earnings ($6,256 average) at PQ 2 trended significantly upward. The State's median earnings ($5,965 average) also trended upward."
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,96,plain text,,Orange County's Wage Progression for Cohort Two was reviewed using quarterly data for clients who exited the CalWORKs program between April 2020 to March 2021. The following trends were observed:
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,96,plain text,,"·Two Quarters after Exit (PQ 2): The highest median earnings for Orange County at PQ 2 occurred for those who exited from January to March 2020 (OC: $5,980, CA: $5,740); the lowest occurred for the October to December 2019 exit quarter (OC:$4,812,CA: $5,230)."
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,96,plain text,,"· Orange County's median earnings ($5,617 average) at PQ 2 trended upward. The State's median earnings ($5,634 average) also trended slightly upward."
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,96,plain text,,"·Four Quarters after Exit (PQ 4): The highest median earnings for Orange County at PQ 4 occurred for those who exited from July to September 2020 (OC: $7,038, CA: $6,242); the lowest occurred for the October to December 2019 exit quarter (OC: $6,044, CA: $6,469)."
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,96,plain text,,"·Orange County's median earnings ($6,539 average) at PQ 4 trended upward. The State's median earnings ($6,236 average) trended downward."
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,96,plain text,,"State's median earnings ($1,834 average) reflected minimal variation in the same period."
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,96,plain text,,"· PQ 2: The highest median earnings for Orange County at PQ 2 occurred for those who exited from January to March 2021 (OC: $6,732, CA: $6,142); the lowest occurred for the July to September 2020 exit quarter (OC: $5,756,CA: $5,687)"
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,96,plain text,,"· PQ 0: The highest median earnings for Orange County at PQ 0 occurred for those who exited from April to June 2020 (OC: $2,324, CA: $1,855); the lowest occurred for the July to September 2020 exit quarter (OC: $1,862, CA: $1,758). · Orange County's median earnings ($2,030 average) at PQ 0 trended downward."
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,96,page number,,97
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,97,plain text,,Orange County's Post CalWORKs Employment Rate for Cohort One was reviewed using quarterly data for clients who exited the CalWORKs program between October 2019 to September 2020. The following trends were observed:
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,97,plain text,,"If It is important to note, however, that Orange County is a travel and tourism destination. These industries were significantly impacted by COVID-19 and stay-at-home orders so the aforementioned data trends may be skewed for 2020 and 2021. For this reason, the Cal-OAR Team is hesitant to make inferences on this data as it may not accurately reflect baseline data for Orange County."
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,97,plain text,,· The Post CalWORKs Employment Rate for Cohort 2 for Orange County (41.9% average) at PQ 2 reflected an upward trend. The State's rate (40.8% average) reflected minimal variation.
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,97,plain text,,Orange County's Post CalWORKs Rate for Cohort Two was reviewed using quarterly data for clients who exited the CalWORKs program between April 2020 to March 2021. T The following trends were observed:
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,97,plain text,,"· The highest rate for Orange County occurred for those who exited from January to March 2021 (OC: 47.4%,CA: 43.5%); the lowest occurred for the July to September 2020 exit quarter (OC: 39.6%,CA:38.7%)"
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,97,plain text,,"·Orange County's rate (42.4% average) at PQ 4 showed a downward trend with a slight increase for the July to September 2020 exit quarter, as did the State's rate (42.1% average)."
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,97,plain text,,"·Orange County's rate (42.8% average) at PQ 2 showed a downward trend, as did the State's rate (42.6% average)."
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,97,plain text,,"·PQ 4: The highest Post CalWORKs Employment Rate for Orange County at PQ 4 occurred for those who exited from October to December 2019 (OC: 44.8%,"
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,97,plain text,,"4 occurred for those who exited from October to December 2019 (OC: 44.8%, CA: 45.1%); the lowest occurred for the April to June 2020 exit quarter (OC: 40.3%,CA:40.1%)"
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,97,plain text,,Post CalWORKs Employment Rate - Cohort Two
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,97,plain text,,"2 occurred for those who exited from October to December 2019 (OC: 45.9%, CA: 45.9%); the lowest occurred for the July to September 2020 exit quarter (OC:40.0%,CA:39.0%)"
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,97,header,,Post CalWORKs Employment Rate - Cohort One
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,97,page number,,98
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,98,title,,4. Identify unmet needs and service gaps. Describe the CWD process for tracking and addressing these needs.
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,98,title,,"3. What factors may have contributed to the CWD performance on these measures? Consider both strengths and challenges, both internal and external to the CWD"
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,98,title,,5. Identify changes or data trends since the last Cal-OAR process (not applicable during first Cal-OAR cycle). What impact does this have on service delivery and availability of services?
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,98,plain text,,"According to OC Community Indicators Report 2021-22, the “housing wage” or minimum wage a worker would need to earn to afford renting a median-priced, one-bedroom apartment increased to $36.31 an hour or $75,529 per year, which represents an increase of 5.8% over last year's housing wage. A minimum wage worker would need to work 104 hours a week to afford a one-bedroom apartment, 128 hours a week to afford two bedrooms, and 177 hours per week to afford three bedrooms (Figure 3: Orange County's M Monthly Cost of Rent, page 8 of this document)."
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,98,plain text,,"There were no major changes to our policies and procedures during the measurement period that impacted this performance measure group; however, pandemic health risks, related stimuli, and enhanced unemployment benefits may have influenced current and former clients' decisions to return to work."
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,98,plain text,,"During this Cal-CQl cycle, the Agency will prioritize effective removal of all or most barriers followed by informed skill building, education, and employment activities to support clients in securing “housing wage"" employment."
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,98,plain text,,"The strong correlation between income and education is well-researched and confirmed by statewide data available in the CDSS Cal-OAR Dashboard. Throughout the development of the Cal-CSA, the associated research, and focus groups, the Cal-OAR Team has determined that success for Orange County WTW participants is correlated with their educational and vocational achievements."
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,98,plain text,,"Findings from this report suggest that for Orange County CalWORKs clients to be self- sufficient, they will need to earn approximately $75,529 per year; therefore, minimum wage jobs and first available employment are not viable options for long term success."
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,98,plain text,,Not applicable during the 2021-2026 Cal-OAR cycle
Section 8. Employment and Wages Analysis,Part 1. Employment and Wages Analysis,98,page number,,99
Section 8. Employment and Wages Analysis,Part 2. Demographic Analysis,99,title,,Part 2. Demographic Analysis
Section 8. Employment and Wages Analysis,Part 2. Demographic Analysis,99,title,,Part 2. Demographic Analysis 1. Do disparities amongst different subpopulations exist?
Section 8. Employment and Wages Analysis,Part 2. Demographic Analysis,99,plain text,,"·Race/Ethnicity: The Wage Progression of clients in Cohort 1 and 2 who identified as Asian, White, and Black, was lower overall than Hispanic and “Other Race/Ethnicity""counterparts. It is important to note that sample sizes in this sub demographic were inconsistent. The Cal-OAR Team will be further researching the Wage Progression for clients by Race/Ethnicity throughout the Cal-CQI process."
Section 8. Employment and Wages Analysis,Part 2. Demographic Analysis,99,plain text,,"For the purposes of this assessment, the Cal-OAR Team highlighted any disparity of five (5) percentage points or more. Due to data de-identification, data was unavailable for some of the review quarters."
Section 8. Employment and Wages Analysis,Part 2. Demographic Analysis,99,plain text,,"·Language: The Wage Progression of clients in Cohort 1 for PQ4 whose primary language was Spanish ($6,212) and “Other Language” ($3,882) were lower than the categorical average of $6,540. A similar trend was observed for Cohort 1 and 2 in most measured quarters."
Section 8. Employment and Wages Analysis,Part 2. Demographic Analysis,99,plain text,,Employment Rate: Disparities were observed when analyzing data by race and language. No disparities were observed when analyzing data by AU type or gender.
Section 8. Employment and Wages Analysis,Part 2. Demographic Analysis,99,plain text,,"Wage Progression - Cohorts 1 and 2: Disparities were observed when analyzing data by A AU type, gender, language, and race."
Section 8. Employment and Wages Analysis,Part 2. Demographic Analysis,99,plain text,,"·Gender: The Wage Progression of clients in Cohort 1 for PQ4 who identified as Female ($6,380) was lower than the clients who identified as Male ($7,431). A similar trend was observed for Cohort 1 and 2 in most measured quarters."
Section 8. Employment and Wages Analysis,Part 2. Demographic Analysis,99,plain text,,"The Cal-OAR Team analyzed the Employment Rate of Current CalWORKs Individuals (Employment Rate), Wage Progression, and Post CalWORKs Employment Rate performance measures data available on the CDSS Cal-OAR Dashboard."
Section 8. Employment and Wages Analysis,Part 2. Demographic Analysis,99,plain text,,·Race/Ethnicity: The Employment Rate of clients identifying as White (24.5%) was 6.8% lower than aggregate rate of 31.3%
Section 8. Employment and Wages Analysis,Part 2. Demographic Analysis,99,plain text,,"·AU Type: The Wage Progression of clients in Cohort 1 for PQ4 (four quarters after program exit) with case types Non-MOE ($5,722) and TANF Timed-Out ($5,662) were lower than the categorical average of $6,540. A similar trend was observed for Cohort 1 and 2 in most measured quarters"
Section 8. Employment and Wages Analysis,Part 2. Demographic Analysis,99,plain text,,"·Language: The Employment Rate of clients whose primary language was ""Other Language” (23.5%) was 7.8% lower than the aggregate rate of 31.3%."
Section 8. Employment and Wages Analysis,Part 2. Demographic Analysis,99,plain text,,"Post CalWORKs Employment Rate - Cohorts 1 and 2: Disparities were observed when analyzing data by language and race. However, it is important to note that clients who identified as Female maintained a slightly higher Post CW Employment Rate than clients"
Section 8. Employment and Wages Analysis,Part 2. Demographic Analysis,99,page number,,100
Section 8. Employment and Wages Analysis,Part 2. Demographic Analysis,100,plain text,,"Further assessment will be needed to conduct a comparative analysis between engagement activities offered by the Agency and the services available in the community. Additionally, further assessment of data and discussion will be conducted to investigate and determine if disparities exist among various measures and subpopulations."
Section 8. Employment and Wages Analysis,Part 2. Demographic Analysis,100,plain text,,The Cal-OAR Team has not identified any contributing factors to the rate variations in the populations listed above. The Cal-OAR Team will continue to explore systemic causes of and contributing factors to disparities and develop meaningful strategies to address them throughout the Cal-CQI process.
Section 8. Employment and Wages Analysis,Part 2. Demographic Analysis,100,plain text,,"All Orange County CWWTW clients are engaged in employment and/or educational activities and are assessed for barriers and connected to barrier removal services when appropriate. The Agency has many established policies and procedures in place to ensure services are provided to all clients in an equitable way. To ensure consistency and accountability, case and quality assurance review processes are in place to detect any issues. There are no known identified disparities between the services provided by the Agency; however, there may be variations between the services available at each of the CW/WTW offices based on capacity and the need of the population being served."
Section 8. Employment and Wages Analysis,Part 2. Demographic Analysis,100,plain text,,·Race/Ethnicity: The Post CW Employment Rate of clients for PQ2 (two quarters after program exit) who identified as Asian (36.3%) and White (32.5%) were lower than the categorical average of 42.8%. A similar trend was observed for Cohort 1 and 2 in most measured quarters.
Section 8. Employment and Wages Analysis,Part 2. Demographic Analysis,100,plain text,,·Language: The Post CW Employment Rate of clients in Cohort 1 for PQ4 whose primary language was “Other Language” (33.8%) was lower than the categorical average of 42.4%. A similar trend was observed for Cohort 1 and 2 in most measured quarters.
Section 8. Employment and Wages Analysis,Part 2. Demographic Analysis,100,plain text,,who identified as Male and that Two Parent AU types maintained a slightly lower Post CW Employment Rate.
Section 8. Employment and Wages Analysis,Part 2. Demographic Analysis,100,plain text,,"2. Are there disparities between the population being served, the services provided, and the services available in the community (either CWD provided or services available in the community)? C"
Section 8. Employment and Wages Analysis,Part 2. Demographic Analysis,100,page number,,101
Section 8. Employment and Wages Analysis,Part 3. Outcome Analysis,101,title,,4. How may the results inform Cal-SIP strategies?
Section 8. Employment and Wages Analysis,Part 3. Outcome Analysis,101,title,,2. How have implemented strateqies from the previous Cal OAR process impacted performance?
Section 8. Employment and Wages Analysis,Part 3. Outcome Analysis,101,title,,3. What effort has the CWD made to address these disparities? Explain what barriers have arisen while addressing the disparities.
